exp,peers,nlr,failures,StrgglerCnt,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0036,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5261,5295,5984.531865026595,6024.99494981114,510.5351361887262,327.8552438377805,138.51502511402344,139.5021014813333,6.2890625,21.565104166666668,21.162348,12.189646,0.0,0,0,5753.245,5753.227,5753.245,4914.769,4914.753,4056.184963979388,4056.1514610372337,4056.184963979388,3563.67336639771,3563.6389521306783,1031.5831945619032,1031.585065417207,775.7259960148081,775.7263264932268,1.8212765957446808,60160,40527,8.685830262228835,9.502935120096312,28427.84742033351,33247.06886483824,0.0,0
0037,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5261,5295,5984.24656327399,6025.061119247509,511.1631101574079,326.0703093660975,138.53467294678492,142.0153342399215,6.5025,22.1425,21.074546,12.327901,0.0,0,0,5738.883,5738.853,5738.883,4972.592,4972.564,4049.5684144184575,4049.5346960554534,4049.5684144184575,3593.93671141535,3593.902236411154,1030.3315759422744,1030.333284213646,793.9403518558596,793.9408655761874,1.7149122807017543,60159,41707,8.686333249003516,9.506093108617213,28545.81066657379,33831.387841287826,0.0,0
0038,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5272,5304,5989.9505817819145,6031.985627601632,508.3771371272945,322.6829003106168,138.31212532394096,141.85678257036636,6.297979797979798,21.63131313131313,21.163318,12.281454,0.0,0,0,5756.426,5756.405,5756.426,4905.305,4905.252,4057.8594431017286,4057.8261568151597,4057.8594431017286,3571.4326703814622,3571.398363493544,1031.285401483817,1031.2875943650038,779.5446445168402,779.5456858999454,1.7022222222222223,60160,40738,8.685632227169815,9.502854221860762,28426.544457726337,33170.33960311214,0.0,0
0039,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,40000,156,false,4687,49152,external,32,8192,4096,4096,4096.0,5262,5296,5998.0317320478725,6039.566699103501,510.73738292796844,327.4985251637122,138.4157942874558,141.15846220502573,6.3475,22.11,21.077356,12.289614,0.0,0,0,5748.822,5748.778,5748.822,5036.811,5036.782,4041.860318101729,4041.8270557014625,4041.860318101729,3636.6376101305555,3636.643499920391,1032.2109028984096,1032.213046596692,808.4726824884897,808.4397827770781,1.7280334728033473,60160,43966,8.685957575249798,9.504722758127974,28542.479426736445,35774.92344348651,0.0,0
0040,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,49152,external,32,8192,4096,4096,4096.0,4566,4600,5302.731345057035,5337.212450795664,460.0866711335626,322.99547102035336,137.45506209261734,140.90840656750254,6.622395833333333,22.591145833333332,23.059398,12.159142,0.0,0,0,7600.843,7600.814,7600.843,5859.356,5859.318,4975.031288141635,4974.998603047766,4975.031288141635,4067.67082675599,4067.668671910369,1588.2999803923283,1588.3014774336734,1027.4836069896462,1027.475420782803,1.721698113207547,67328,43736,8.628652061428536,9.504003858625566,29197.63993838868,35969.64325278872,0.0,0
0041,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,49152,external,32,8192,4096,4096,4096.0,4572,4603,5299.308073906844,5333.663943294162,532.873812711554,440.9544049541336,137.5101774265557,140.34732833952722,6.638020833333333,22.520833333333332,23.077737,12.157541,0.0,0,0,7587.807,7587.773,7587.807,5635.85,5635.81,4974.686274150427,4974.652161017705,4974.686274150427,3946.0922934218615,3946.0567804254274,1586.0595199188417,1586.0622741644386,952.1815419233199,952.1832261202591,1.6008403361344539,67328,40665,8.627997062332923,9.502206145017325,29174.437684249544,33448.375785859986,0.0,0
0042,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,49152,external,32,8192,4096,4096,4096.0,4576,4606,5295.0714413022815,5331.081608681061,463.0870923719775,328.74681447732695,137.64614666478175,141.96719817452885,6.533505154639175,22.5180412371134,23.048005,12.172123,0.0,0,0,7588.813,7588.768,7588.813,5868.847,5868.822,4978.611802816065,4978.5785605097435,4978.611802816065,4086.4905391081124,4086.456220950044,1585.323497622675,1585.3259097647613,1042.2734302898725,1042.27514738708,1.5569620253164558,67328,44019,8.628033925761242,9.502575791950605,29212.072801962688,36163.78178235629,0.0,0
0043,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,49152,external,32,8192,4096,4096,4096.0,4571,4602,5296.023021625475,5329.1490228317325,462.50286784287204,328.4958469258653,137.52637247951827,140.33127415190276,6.591145833333333,22.322916666666668,23.068544,12.140965,0.0,0,0,7573.57,7573.546,7573.57,5766.27,5766.244,4977.72628979028,4977.692782363949,4977.72628979028,4006.0311804212542,4005.99693954045,1581.588667956715,1581.5902451720103,1006.0019027989982,1006.0026633963685,1.6282051282051282,67328,41780,8.628502082912107,9.503268134314439,29186.06393190658,34412.42108843902,0.0,0
0044,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,45000,175,false,5273,49152,external,32,8192,4096,4096,4096.0,4575,4607,5303.643194510456,5340.424235640868,461.3298114860918,323.66995715952464,137.34797100189311,140.16581096304296,6.674479166666667,23.424479166666668,23.201782,12.157557,0.0,0,0,7618.702,7618.671,7618.702,5656.173,5656.143,4978.958155002376,4978.925246673004,4978.958155002376,3945.9337127237804,3945.89978514615,1590.2743557315932,1590.275688446134,956.8135689978363,956.8133945712376,1.7333333333333334,67328,40609,8.627939083597553,9.499486879279036,29018.460737196823,33402.269880371525,0.0,0
0045,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3983,4014,4733.669648570819,4764.016849595542,434.4348813122521,335.3455852706454,136.91130764012848,140.97462605386173,7.1328125,24.260416666666668,25.081634,12.134094,0.0,0,0,9595.286,9595.25,9595.286,6632.265,6632.229,6028.303336537436,6028.269827285089,6028.303336537436,4512.77977367735,4512.795161620929,2223.8343569942094,2223.8367687881737,1285.9968548762008,1285.9690557132237,1.6680672268907564,75008,44494,8.580404287199002,9.505458707693283,29905.547621020225,36668.58028296138,0.0,0
0046,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3985,4016,4734.216670221843,4765.741067534472,453.4557190590399,364.5728270203942,136.79258263594497,140.80107226701693,6.916666666666667,23.984375,25.125364,12.136917,0.0,0,0,9595.964,9595.938,9595.964,6660.576,6660.558,6035.907377893025,6035.8740420088525,6035.907377893025,4545.488931648541,4545.506638433596,2226.43727424425,2226.4399144866443,1292.4402710585173,1292.408621500826,1.7136752136752136,75008,45149,8.579800552577458,9.502162880335204,29853.497843852132,37199.72708060869,0.0,0
0047,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3983,4013,4733.1536369453925,4764.045157245493,481.1824710785482,409.36474723011503,136.89597991051497,141.14529371627813,7.252604166666667,24.5234375,25.081938,12.024816,0.0,0,0,9593.407,9593.389,9593.407,6635.77,6635.746,6037.106946339057,6037.07365715657,6037.106946339057,4523.030759783925,4523.043374218278,2217.1234469131045,2217.1260047170977,1273.8048030400464,1273.7814171338198,1.5866666666666667,75008,44614,8.57942724586329,9.501904240996797,29905.18515754245,37101.60720962383,0.0,0
0048,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3990,4017,4738.985188246587,4771.58331395542,429.6841108457588,325.7876001250971,136.9063026099903,144.5425200674151,6.873737373737374,24.045454545454547,25.118604,12.263693,0.0,0,0,9595.629,9595.611,9595.629,6616.211,6616.18,6032.008326018557,6031.97528431634,6032.008326018557,4490.27604399327,4490.2417241496905,2226.2440002634758,2226.2460712047928,1273.0355397518763,1273.0374436102152,1.7990654205607477,75008,43984,8.580306342983803,9.503191934086653,29861.532113806963,35865.21613024722,0.0,0
0049,16,1,0,0,Straggler,60000,1,1gbit,1,Pbft,32,8,256,128,Simple,2048,4096,1000,32,4,256,16,true,false,131072000,50000,195,false,5859,49152,external,32,8192,4096,4096,4096.0,3982,4017,4734.978722269625,4765.719849709819,458.6431004253851,373.11389010485436,136.81109895309353,140.98552347768035,7.026041666666667,24.174479166666668,25.122332,12.14013,0.0,0,0,9590.7,9590.679,9590.7,6665.062,6665.019,6027.145063793196,6027.1119841350255,6027.145063793196,4540.944364113279,4540.910075090028,2218.615131720428,2218.617441636064,1294.9177402661364,1294.9198641311339,1.4831932773109244,75008,44986,8.579297450523882,9.502238123513852,29857.10084557437,37055.616373136036,0.0,0
